Unnamed: 0,index,content,type,label,kn_id
996,28800,"如图，已知直线y=-3/4x+3分别交x轴、y轴于点A、B，P是抛物线y=-1/2 * x^2+2x+5的一个动点，其横坐标为a，过点P且平行于y轴的直线交直线y=-3/4x+3于点Q，则当PQ=BQ时，a的值是 ． 解析： 设点P的坐标为(a, -1/2 * a^2+2a+5)， 则点Q为(a, -3/4a+3)，点B为(0\ ,\ 3)， 当点P在点Q上方时，BQ=√({a)^{2}+{( 3/4a )^2}}=5/4a， PQ=-1/2 * a^2+2a+5-( -3/4a+3 )=-1/2 * a^2+11/4a+2， ∵PQ=BQ， ∴5/4a=-1/2 * a^2+11/4a+2，整理得：{a^2}-3a-4=0， 解得：a=-1或a=4， 当点P在点Q下方时，BQ=√({a)^{2}+{( 3/4a )^2}}=5/4a， PQ=-3/4a+3-( -1/2 * a^2+2a+5 )=1/2 * a^2-11/4a-2， ∵PQ=BQ， ∴5/4a=1/2 * a^2-11/4a-2，整理得：{a^2}-8a-4=0， 解得：a=4+2√(5)或a=4-2√(5)． 综上所述，a的值为：-1，4，4+2√(5)，4-2√(5)．;zk;当x=0时，y=-3/4x+3，则B( 0,3 )， ∵点P的横坐标为a，PQ//y轴， ∴P( a,-1/2 * a^2+2a+5 )，Q( a,-3/4a+3 )， ∴PQ=|-1/2 * a^2+2a+5|-|-3/4a+3| =|-1/2 * a^2+11/4a+2| =|1/2 * a^2-11/4a-2|， BQ=√({a)^{2}+{( -3/4a+3-3 )^2}}=|5/4a|， ∵PQ=BQ， ∴|1/2 * a^2-11/4a-2|=|5/4a|， 当1/2 * a^2-11/4a-2=5/4a，整理得{a^2}-8a-4=0， 解得{a_1}=4+2√(5)，{a_2}=4-2√(5)， 当1/2 * a^2-11/4a-2=-5/4a，整理得{a^2}-3a-4=0， 解得{a_1}=4，{a_2}=-1， 综上所述，a的值为4+2√(5)或4-2√(5)或4或-1．",普通题,二次函数与动点问题,77
997,29327,若该校七年级共有1000名学生，根据抽样调查的结果，估计该校七年级有多少名学生寒假在家做家务的总时间不低于20小时？ 解析： 16+8+4/50=0.56， 1000× 0.56=560（人）， 答：估计这1000名学生寒假在家做家务的总时间不低于20小时的有560人．,普通题,用样本估计总体,106
998,35710,如图，AB//CD，EF与AB、CD分别交于点G、H，GH=GI，若∠ 1=65° ，则∠ 2的度数为（ ）． 解析： ∵AB//CD，∠ 1=65° ， ∴∠ GHI=∠ 1=65° ， 又∵GH=GI， ∴∠ GIH=∠ GHI=65° ， ∴∠ 2=180° -∠ GIH-∠ GHI =180° -65° -65°  =50° ． 故选：A．,普通题,平行线的性质,1
999,3707,{( x-2 )^2}=1． 解析： {( x-2 )^2}=1， 开方得：x-2=± 1， 解得：{x_1}=3，{x_2}=1．,普通题,直接开平方法求一元二次方程的根,52
1000,43794,若不等式组条件表达式：x < 3 \\ x < m \\的解集是x < 3，则m的取值范围是 ． 解析： ∵不等式组条件表达式：x < 3 \\ x < m \\的解集是x < 3， ∴m>= 3． 故答案为：m>= 3．,普通题,由不等式（组）的解集求参数的范围,31
1001,28557,计算：( -2 )\#( -2 )． 解析： 解：( -2 )\#( -2 )=( -2 )× ( -2 )-|-2|=2．,普通题,定义新运算,139
1002,4186,如图，一把直尺沿直线断开并错位，点E、D、B、F在同一条直线上，若∠ ADE=120° ，则∠ DBC的度数为（ ）． 解析： ∵∠ ADE=120° ， ∴∠ ADB=180° -120° =60° ， ∵AD//BC， ∴∠ DBC=∠ ADB=60° ． 故选B．,普通题,平行线的性质,1
1003,10855,已知A=-{x^2}-1/4x+1/3，B+2A=-3 * x^2+3x-1，求B． 解析： B=-3 * x^2+3x-1-2( -{x^2}-1/4x+1/3 ) =-3 * x^2+3x-1+2 * x^2+1/2x-2/3 =-{x^2}+7/2x-5/3．,普通题,整式加减,5
1004,2627,若二次根式√(-2x+10)有意义，化简：|x-5|-|6-x|． 解析： 解：∵ -2x+10>= 0， ∴ x<= 5． ∴ x-5<= 0，6-x>= 1>0． ∴ |x-5|-|6-x|=-( x-5 )-( 6-x )=-x+5-6+x=-1．,普通题,二次根式有意义的条件,154
1005,2626,{x^2}+{y^2}． 解析： {x^2}+{y^2}={( x+y )^2}-2xy={a^2}-2b．,普通题,完全平方公式的计算-不含分式,19
1006,579,2/3+( -1/5 )+1/3． 解析： 原式=1-1/5 =4/5．,普通题,有理数加法运算,2
1007,18555,写出第④个等式： ． 解析： 由观察得到： √(n+1+n+1/{( n+1 )^{2)-1}}=( n+1 )√(n+1/{( n+1 )^{2)-1}}（n>= 1，且n为整数）， 令n=4得： √(5+5/24)=5√(5/24)．,普通题,算式找规律,18
1008,54332,1× 2+2× 3+3× 4+* * * +n× (n+1)= ． 解析： 1× 2+2× 3+3× 4+* * * +n× (n+1)=1/3n(n+1)(n+2)．,普通题,算式找规律,18
1009,18280,"如图，已知直线{l_1}：y=-1/2x+m和直线{l_2}:y=1/2x图象交于点P( -2,-1 )，则关于x的不等式-1/2x+m>1/2x的解集为（ ）． 解析： 根据题意可知，不等式的解集即为直线{l_1}在直线{l_2}的上方的图象所对应的x的范围，所以不等式的解集为x<-2． 故选D．",普通题,一次函数与一元一次不等式,59
1010,21097,-√(3)× √(15)+|2-√(5)|-{( 1/2 )^-2}． 解析： -√(3)× √(15)+|2-√(5)|-{( 1/2 )^-2} =-√(3)× √(3)× √(5)+√(5)-2-1/{( \frac{1{2 )}^2}} =-3√(5)+√(5)-2-4 =-6-2√(5)．,普通题,二次根式的四则混合运算,64
1011,34057,如下图，在Rt△ ABC中，∠ ACB=90° ，AB=6，AC=2，CD⊥ AB于D，设∠ ACD=α ，则\cos α 的值为（ ）． 解析： Rt△ ABC中，∠ ACB=90° ，AB=6，AC=2， ∴BC=√(A * B^2-A * C^2)=√({6)^{2}-{2^2}}=4√(2)， ∴\cos B=BC/AB=4√(2)/6=2√(2)/3， ∵CD⊥ AB， ∴∠ CDA=90° ， ∴∠ ACD+∠ A=α +∠ A=90° ， 又∠ B+∠ A=90° ， ∴∠ B=α ， ∴\cos α =2√(2)/3． 故选A．,普通题,解直角三角形的综合应用,37
1012,24672,简便运算：{2019^3}-{2019^2}-2018/2020-{2019^{2}-2019}． 解析： 原式={2019^2}× ( 2019-1)-2018/2020-2019× ( 2019+1) ={2019^2}× 2018-2018/2020-2019× 2020 =2018× ( {2019^2}-1)/2020× ( 1-2019) =-2018× 2020/2020 =-2018．,普通题,平方差公式的计算,50
1013,49234,将最后一名乘客送到目的地，出租车离鼓楼出发点多远？在鼓楼的什么方向？ 解析： +9-3-5+4-8+6-3-6-4+10=0km． 故出租车离鼓楼出发点0km，出租车在鼓楼.,普通题,有理数加减法与实际问题,57
1014,54848,如图，在⊙O中，直径AB交弦CD于点E，OF⊥ CD，垂足为F，AE=1，OE=2，OF=1．求ED，EC的长． 解析： ∵AE=1，OE=2， ∴OA=OB=3， 连接OD， ∵OF⊥ CD， ∴∠ EFO=∠ DFO=90° ， ∴EF=√(O * E^2-O * F^2)=√(3)，DF=√(O * D^2-O * F^2)=2√(2)， ∵OF⊥ CD， ∴DF=CF=2√(2)， ∴DE=2√(2)+√(3)，CE=2√(2)-√(3)．,普通题,垂径定理以及应用,144
1015,12650,{( √(5)-√(3) )^2}-{( √(5)+√(3) )^2}． 解析： 原式=( √(5)-√(3)+√(5)+√(3) )( √(5)-√(3)-√(5)-√(3) ) =2√(5)× ( -2√(3) ) =-4√(15) ．,普通题,二次根式的四则混合运算,64
1016,22521,如图，有人在岸上点C的地方，用绳子拉船靠岸，开始时，绳长CB=5米，拉动绳子将船身向岸边行驶了2米到点D后，绳长CD=√(13)米，求岸上点C离水面的高度CA． 解析： 解：设AD=x，根据题意得13-{x^2}=25-{( x+2 )^2} 解得：x=2， ∵ BD=2， ∴ AB=4， ∴ 由勾股定理得：AC=√({5)^{2}-{4^2}}=3， 答：岸上点C离水面高度AC为3米．,普通题,勾股定理,125
1017,39198,"求证： △ ABD \stackrel\Large\lower.2em\backsim\lower.1em=△ DCE ； 解析： ∵ AB=AC， ∴ ∠ B=∠ C， 又∠ 1=∠ 2，AD=DE， 在△ ABD与△ DCE中， 条件表达式： ∠ B= ∠ C \\ ∠ 1= ∠ 2 \\ AD=DE \\  , ∴  △ ABD \stackrel\Large\lower.2em\backsim\lower.1em=△ DCE (AAS)；",普通题,AAS,58
1018,32851,{x^2}+4x+8=2x+11． 解析： {x^2}+4x+8=2x+11 {x^2}+4x-2x+8-11=0 {x^2}+2x-3=0 (x-1)(x+3)=0 {x_1}=1，{x_2}=-3．,普通题,因式分解法求一元二次方程的根,72
1019,30214,{( -2/3 * a^2b )^3}* {( 1/3a * b^2 )^2}* 3/4 * a^3{b^2}． 解析： 原式=-8/27 * a^6{b^3}* 1/9 * a^2{b^4}* 3/4 * a^3{b^2} =-2/81 * a^11{b^9}．,普通题,幂的综合运算,73
1020,25668,化简下列各式： （1）( 14√(3/2)-3√(1/2) )( 1/4√(8)-3√(2/3) )． （2）( 3√(18)+1/5√(50)-4√(1/2) )/ √(32)． （3）(√({a)^{2}b}+√(a))(√(b)-√(a * b^2))+5ab√(1/ab)． （4）a√(-1/a)+√(-4b)-( √(-a)/2-b√(-1/b) )． 解析： （1）原式=( 14× √(6)/2-3× √(2)/2 )( 1/4× 2√(2)-3× √(6)/3 ) =( 7√(6)-3√(2)/2 )( √(2)/2-√(6) ) =7√(3)-42-3/2+3√(3) =10√(3)-87/2． （2）原式=(9√(2)+√(2)-2√(2))/ 4√(2) =8√(2)/ 4√(2) =2． （3）原式=(a√(b)+√(a))(√(b)-b√(a))+5ab× 1/√(ab) =(ab-ab√(ab)+√(ab)-ab)+5ab× √(ab)/ab =√(ab)-ab√(ab)+5√(ab) =6√(ab)-ab√(ab) =(6-ab)√(ab)． （4）原式=a* 1/√(-a)+2√(-b)-√(-a)/2+b× 1/√(-b) =a× √(-a)/-a+2√(-b)-√(-a)/2+b× √(-b)/-b =-√(-a)+2√(-b)-√(-a)/2-√(-b) =-3/2√(-a)+√(-b)．,普通题,二次根式的四则混合运算,64
1021,15373,"用三个数字2构造数（如{2^{{2^2}}},222），则构造的最大的数可以大于（ ）． 解析： 可构造2^22，大于1000000． 故选D．",普通题,有理数乘方运算,6
1022,1171,解一元一次不等式-1/5x-3>2，得其解集为（ ）． 解析： -1/5x-3>2 -1/5x>5 x<}-25． 答案：{C．,普通题,解一元一次不等式,68
1023,29889,1月21日，2019年春运拉开了帷幕，2月3日腊月二十八当天，北京西站迎来春运高峰，单日发送旅客达到2622000人，将2622000用科学记数法表示为 ． 解析： 2622000=2.622× {10^6}．,普通题,科学记数法：表示较大的数,56
1024,47475,2-x/x-3= 1/3-x-2． 解析： 分式方程化为整式方程有：2-x=-1-2( x-3 )， 整理得：x=3， 经检验，x=3是分式方程的增根， 所以分式方程无解．,普通题,解可化为一元一次方程的分式方程,127
1025,35282,如图，已知⊙ O的直径AB=6，E、F为AB的三等分点，从M、N为\overset\frownAB上两点，且∠ MEB=∠ NFB=60° ，则EM+FN= ． 解析： 如图，延长ME交⊙ O于G， ∵ E、F为AB的三等分点，∠ MEB=∠ NFB=60° ， ∴ FN=EG， 过点O作OH⊥ MG于H，连接MO， ∵ ⊙ O的直径AB=6， ∴ OE=OA-AE=1/2× 6-1/3× 6=3-2=1， OM=1/2× 6=3， ∵ ∠ MEB=60° ， ∴ OH=OE\sin 60° =1× √(3)/2=√(3)/2， 在Rt△ MOH中，MH=√(O * M^2-O * H^2)=√({3)^{2}-{( √(3)/2 )^2}}=√(33)/2， 根据垂径定理，MG=2MH=2× √(33)/2=√(33)， 即EM+FN=√(33)．,普通题,垂径定理以及应用,144
1026,8699,将△ ABC向右平移5个单位长度，画出平移后的△ {A_1}{B_1}{C_1}． 解析： 平移后的△ {A_1}{B_1}{C_1}如右图所示．,普通题,坐标系中的平移-图形的平移,28
1027,22793,-{x^2}-2x+8． 解析： -{x^2}-2x+8=-( {x^2}+2x-8 )=-( x+4 )( x-2 )． 故答案为：-( x+4 )( x-2 )．,普通题,二次项系数为±1的十字相乘,70
1028,40392,若该学校共有2000名学生，试估计该学校学生中选择“步行”方式的人数． 解析： 该学校共有2000名学生， 估计该学校学生中选择“步行”方式的人数=2000× 15/50=600（人）．,普通题,用样本估计总体,106
1029,7464,符号f表示一种运算，它对一些数的运算结果如下： (1)f( 1 )=0，f( 2 )=1，f( 3 )=2，f( 4 )=3，… (2)f( 1/2 )=2，f( 1/3 )=3，f( 1/4 )=4，f( 1/5 )=5，… 利用以上规律计算：f( 1/2012 )-f( 2012 )= ． 解析： 由题中所给规律可知f( n )=n-1，f( 1/n )=n， ∴ f( 1/2012 )-f( 2012 )=2012-2011=1．,普通题,算式找规律,18
1030,39872,甲乙两人新接了200件服装加工订单，受供货时间限制，二人都提高了工作效率，设甲提高后每天能加工m件，乙提高后每天加工的件数是甲的k倍（1.5<= k<= 2），这样两人工作10天恰好能完成任务，求m的最大值． 解析： 依题意，得：10m+10km=200， ∴ m= 20/1+k ∵20>0，1+k>0， ∴m随k值的增大而减小， 当k=1.5时，m取得最大值，最大值= 20/1+1.5=8， 答：m的最大值为8．,普通题,分式方程的工程问题,136
1031,53099,如图，你能看出这个倒立的水杯的俯视图是（ ）． 解析： 从上面看应是一个圆环，都是实心线．,普通题,简单几何体三视图,35
1032,54414,{( x-y )^2}+x( x+2y ). 解析： 原式={x^2}-2xy+{y^2}+{x^2}+2xy =2 * x^2+{y^2}．,普通题,整式乘除的综合,27
1033,9092,解不等式：x/3>1-x-3/6． 解析： 去分母，得2x>6-(x-3)， 去括号，得2x>6-x+3， 移项，得2x+x>6+3， 合并同类项，得3x>9， 解得x>3． 所以，不等式的解集为x>3．,普通题,解一元一次不等式,68
1034,49275,{2018^2}-2019× 2017． 解析： 原式={2018^2}-(2018+1)× (2018-1)={2018^2}-{2018^2}+1=1．,普通题,平方差公式的计算,50
1035,40793,在“百度”所搜引擎中输入“雾霾天气形成的原因”，搜索的相关结果约为6430000，将数字6430000用科学记数法表示为（ ）． 解析： 6430000=6.43× {10^6}．,普通题,科学记数法：表示较大的数,56
1036,45007,若a+b=-1，ab=-6，则代数式{a^3}b+2 * a^2{b^2}+a * b^3的值为 ． 解析： 解：∵ a+b=-1，ab=-6， ∴ {a^3}b+2 * a^2{b^2}+a * b^3 =ab( {a^2}+2ab+{b^2} ) =ab{( a+b )^2} =( -6 )× {( -1 )^2} =( -6 )× 1 =-6， 故答案为：-6．,普通题,整式乘除化简求值-整体代入化简求值,78
1037,58457,若两个不等式的解集相同，求a的值． 解析： 解不等式①，得x>-2， 解不等式②，得x>1-a/3， ∴-2=1-a/3，a=7． 若不等式②的解都是①的解，求a的取值范围． 解析： 根据题意，得1-a/3>= -2，a<= 7．,复合题,由不等式（组）的解集求参数的范围,31
1038,5502,如图，△ ABC中，AB=AC=13，BC=10，D为BC中点，DE⊥ AB于E，则DE= . 解析： AB=AC=13，BC=10， 由等面积方法可知， DE=6× 10/13=60/13．;zk;连接AD， ∵△ ABC中，AB=AC=13，BC=10，D为BC中点， ∴AD⊥ BC，BD=1/2BC=5， ∴AD=√(A * B^2-B * D^2)=12， ∵DE⊥ AB， ∴∠ BED=∠ BDA=90° ， ∵∠ B是公共角， ∴△ BED\backsim △ BDA， ∴BD/AB=DE/AD， 即5/13=DE/12， 解得：DE=60/13．,普通题,相似三角形的性质与判定综合,11
1039,7047,9-(-5)= ． 解析： 9-(-5)=14．,普通题,有理数减法运算,53
1040,17969,这一天中，在什么时间范围内温度在上升？在什么时间范围内温度在下降？ 解析： 在4时至14时温度在上升，在0时至4时和14时至24时温度在下降．,普通题,函数图象与实际问题,67
1041,59609,该店为了增加利润，准备降低A种菜品的售价，同时提高B种菜品的售价，售卖时发现，A种菜品售价每降0.5元可多卖1份．B种菜品售价每提高0.5元就少卖1份，如果这两种菜品每天销售总份数不变，那么这两种菜品一天的总利润最多是多少． 解析： 设A种菜品售价降0.5a元，即每天卖(20+a)份．总利润为w元因为两种菜品每天销售总份数不变， ∴B种菜品卖(40-a)份， 每份售价提高0.5a元， w=(20-14-0.5a)(20+a)+(18-14+0.5a)(40-a)， =(6-0.5a)(20+a)+(4+0.5a)(40-a)， =(-0.5 * a^2-4a+120)+(-0.5 * a^2+16a+160)， =-{a^2}+12a+280， =-{(a-6)^2}+316， 当a=6，w最大，w=316， 答：这两种菜品每天的总利润最多是316元． 该店每天卖出这两种菜品共多少份． 解析： 设该店每天卖出A、B两种菜品分别为x、y份， 根据题意得，条件表达式：20x+18y=1120 \\ (20-14)x+(18-14)y=280 ， 解得：条件表达式：x=20 \\ y=40 ， 答：该店每天卖出这两种菜品共40份．,复合题,二元一次方程组的经济问题,3
1042,4879,将1120000用科学记数法表示为1.12× {10^n}，则n= ． 解析： 1120000用科学记数法表示为1.12× {10^6}， 故n=6，即答案为6．,普通题,科学记数法：表示较大的数,56
1043,6152,求甲、乙两个工厂每天各能加工多少件新产品？ 解析： 设甲工厂每天能加工x件新产品，则乙工厂每天能加工1.5x件新产品， 依题意得：960/x-960/1.5x=20， 解得：x=16， 经检验，x=16是原方程的解，也符合题意． 1.5×16=24（件）． 答：甲工厂每天能加工16件，乙工厂每天能加工24件．,普通题,分式方程的工程问题,136
1044,37829,( 1+√(3) )( 2-√(3) )-{( √(5)+1 )^2}． 解析： 原式=2-√(3)+2√(3)-3-( 5+2√(5)+1 ) =√(3)-1-( 6+2√(5) ) =√(3)-1-6-2√(5) =√(3)-2√(5)-7．,普通题,二次根式的四则混合运算,64
1045,18790,中国国家图书馆是亚洲最大的图书馆，截止到今年初馆藏图书达3119万册，将3119万用科学记数法表示为（ ）． 解析： 3119万用科学记数法表示为3.119× {10^7}． 故选B．,普通题,科学记数法：表示较大的数,56
1046,36524,将正奇数按下表排成5列： 第1列 第2列 第3列 第4列 第5列 第一行 1 3 5 7 第二行 15 13 11 9 第三行 17 19 21 23 第四行 31 29 27 25 *s  *s  *s  *s  *s  根据表中的规律，奇数2005应排在第 行第 列． 解析： ( 2005+1 )/ 2=1003， 2005是第1003个数， 1003/ 4=250*s 3， ∴2005是第251行第三个数， 由于奇数行是从第2列开始从小到大排列， ∴2005在第251行，第4列． 故答案是：251；4．,普通题,数列找规律-其他数列规律,45
1047,46916,计算：2000-2015= ． 解析： 2000-2015=-15．,普通题,有理数减法运算,53
1048,53497,"求抛物线的解析式． 解析： ∵抛物线y=a * x^2+bx-3与y轴交C点( 0,-3 )，且OB=OC=3OA． ∴A( -1,0 )，B( 3,0 )． 代入y=a * x^2+bx-3， 得条件表达式：a-b-3=0 \\ 9a+3b-3=0 \\ ， ∴条件表达式：a=1 \\ b=-2 \\ ， ∴y={x^2}-2x-3．",普通题,二次函数一般式,23
1049,27575,杭州1月某天的最高气温是5° C，最低气温是-3° C，那么这天的温差是 ° C． 解析： ∵最高温度为5° C，最低温度为-3° C， ∴温差为5-( -3 )=8° C．,普通题,有理数加减法与实际问题,57
1050,13404,求线段AB的长． 解析： AB=7-( -3 )=10．,普通题,数轴上两点间距离,129
1051,22027,比较大小：-2/3 -5/6（填“>”、“<}”） 解析： ∵-2/3=-4/6， |-4/6|=4/6，|-5/6|=5/6，且4/6<{5/6， 根据两负数比较大小，绝对值大的反而小， ∴-2/3>-5/6． 故答案为：>．,普通题,有理数比较大小-利用有理数正负性,61
1052,28384,黄河是中华民族的象征，被誉为母亲河，黄河壶口瀑布位于山西省吉县城西45千米处，是黄河上最具气势的自然景观．其落差约30米，年平均流量1010米^3/秒．若以小时作时间单位，则其年平均流量可用科学记数法表示为（ ）． 解析： 1010× 3600=3636000=3.636× {10^6}米^3/小时． 故选C．,普通题,科学记数法：表示较大的数,56
1053,27841,用3个完全相同的小正方体组成如图所示的几何体，则它的俯视图是（ ）． 解析： 从上边看左边一个小正方形，右边一个小正方形，故B符合题意．,普通题,简单几何体三视图,35
1054,59139,√(8)+{(-√(2))^-1}-{(-2020)^0}． 解析： 原式=2√(2)+( -√(2)/2 )-1 =3√(2)/2-1． {(2√(2)+3)^2019}{(2√(2)-3)^2019}-4√(1/8)-√({( 1-\sqrt{2) )^2}}． 解析： 原式={[(2√(2)+3)(2√(2)-3)]^2019}-4× √(2)/4-|1- π | ={(8-9)^2019}-√(2)-(√(2)-1) ={(-1)^2019}-√(2)-√(2)+1 =-1-2√(2)+1 =-2√(2)．,复合题,二次根式的四则混合运算,64
1055,40820,按一定规律排列的一列数：3，{3^2}，{3^-1}，{3^3}，{3^-4}，{3^7}，{3^-11}，{3^18}，…，若a，b，c表示这列数中的连续三个数，猜想a，b，c满足的关系式是 ． 解析： 解：∵ 3，{3^2}，{3^-1}，{3^3}，{3^-4}，{3^7}，{3^-11}，{3^18}，…， 1-2=-1，2-( -1 )=3，-1-3=-4，3-( -4 )=7，-4-7=-11，7-( -11 )=18，…， ∴ a，b，c满足的关系式是a/ b=c． 故答案为：a/ b=c．,普通题,数列找规律-具有周期规律的数列,151
1056,21531,方程3(2x-4)=2(15-4x)的解是（ ）． 解析： \begineqnarray3(2x-4)&=&2(15-4x)\\ \large 6x-12&=&30-8x\\ 6x+8x&=&30+12\\ 14x&=&42\\ x&=&3．\endeqnarray 故选C．,普通题,常规一元一次方程解法,25
1057,12902,已知y>1，x<}-1，若x-y=a，求x+y的取值范围（结果用含a的式子表示）． 解析： ∵x-y=a， ∴x=a+y， 又∵x<{-1， ∴a+y<}-1\Rightarrow y<{-1-a， ∴1<}y<{-1-a，同理1+a<}x<{-1， ∴2+a<}x+y<{-2-a， ∴x+y的取值范围是2+a<}x+y<{-2-a．,普通题,不等式的性质,96
1058,42665,先化简，再求值：{(x+2y)^2}-(x-2y)(-2y-x)-{(2x)^2}，其中x=-3，y=1/3． 解析： 原式=({x^2}+4xy+4 * y^2)-(4 * y^2-{x^2})-4 * x^2 ={x^2}+4xy+4 * y^2-4 * y^2+{x^2}-4 * x^2 =-2 * x^2+4xy， 当x=-3，y=1/3时， 原式=-2× {(-3)^2}+4× (-3)× 1/3 =-18-4 =-22．,普通题,整式乘除化简求值-直接代入化简求值,71
1059,58252,√(45)-√(2/5)× √(50)． 解析： 原式=3√(5)-√(20)=3√(5)-2√(5)=√(5)． √({( -3 ))^{2}}+-8^(1/3)+|√(3)-2|． 解析： 原式=3-2+2-√(3)=3-√(3)．,复合题,含二次根式的实数的运算,99
1060,41549,若9 * x^2+kx+16是一个完全平方式，则k= ． 解析： ∵9 * x^2+kx+16是一个完全平方式， ∴{( 3x± 4 )^2}=9 * x^2+16± 24x， ∴k=± 24．,普通题,利用完全平方式求参数的值,26
1061,45815,求证：MG是⊙ O的切线． 解析： 连接OF． ∴AB⊥ CD， ∴∠ AEH=90° ， ∴∠ EAH+∠ AHE=90° ， ∵GF=GH， ∴∠ GFH=∠ CHF=∠ AHE， ∵OA=OF， ∴∠ OAF=∠ OFA， ∴∠ OFA+∠ GFH=90° ， ∴OF⊥ GM， ∴MG是⊙ O的切线．,普通题,切线的判定定理,114
1062,41451,先化简，再求值：a(a+2b)-{(a+1)^2}+2a，其中a=-1/2，b=-2． 解析： a(a+2b)-{(a+1)^2}+2a ={a^2}+2ab-{a^2}-2a-1+2a =2ab-1， 当a=-1/2，b=-2时，原式=2ab-1=2× ( -1/2 )× (-2)-1=1．,普通题,整式乘除化简求值-直接代入化简求值,71
1063,46750,求当-3<= x<}4时{{y_1}的取值范围． 解析： 当x=-3时，{y_1}=9， 当x=4时，{y_1}=2， ∴2<}{{y_1}<= 9．,普通题,一次函数的图象特征与性质,75
1064,32717,你有与小宇不同的思考方法吗？请写出你的证明过程； 解析： ∵ CA=CB， ∴ ∠ A=∠ B． ∵ O是AB的中点， ∴ OA=OB． ∵ DF⊥ AC，DE⊥ BC， ∴ ∠ AMO=∠ BNO=90° ． ∴ △ OMA≌△ ONB( AAS )． ∴ OM=ON．,普通题,AAS,58
1065,17138,1.526× {10^4}． 解析： 1.526× {10^4} =1.526× 10000 =15260．,普通题,科学记数法：表示较大的数,56
1066,54283,已知在Rt△ ABC中，∠ C=90° ，AB=7，BC=5，那么下列式子中正确的是（ ）． 解析： 如图： AC=√(A * B^2-B * C^2)=√({13)^{2}-{5^2}}=12， A、\sin A=BC/AB=5/7．故本选项正确； B、\cos A=AC/AB=7/12，故本选项错误； C、tan A=BC/AC=5/12，故本选项错误； D、\cot A=AC/BC=12/5，故本选项错误； 故选A．,普通题,探究一般角的三角函数的值,49
1067,50718,若[x]=5，则实数x的取值范围为 ． 解析： ∵[x]=5， ∴4.5 <= x<5.5， 故答案为：4.5 <= x<5.5．,普通题,定义新运算,139
1068,37643,下列各式中，正确的是（ ）． 解析： 根据同底数幂乘法的性质，底数不变，指数相加，因此可知 {m^5}*{m^5}={m^5+5}={m^10}，故不正确； {m^4}*{m^4}={m^4+4}={m^8}，故正确； {m^3}*{m^3}={m^3+3}={m^6}，故不正确； 根据合并同类项的法则可知{m^6}+{m^6}=2 * m^6，故不正确．故选B．,普通题,同底数幂的乘法,120
1069,46922,请仅用无刻度的直尺，分别按下列要求完成画图．(1)如图1，在菱形ABCD中，E，F分别是AB，BC上的中点，以EF为边画一个矩形；(2)如图2，在网格中有一定角XOY和一定点P，请作一条线段AB，使点P为AB中点，且点A、B分别在OX、OY上． 解析： 【分析】（1）连接AC，BD交于点O，连接EO，延长EO交CD于点G，连接FO，延长FO交AD于点H，连接EH，HG，FG，四边形EFGH即为所求；（2）取格点R，Q，连接RQ交OY于点B，连接BP，延长BP交OX于点A，线段AB即为所求．(1)解：如图1，四边形EFGH即为所求的矩形．(2)如图2，线段AB即为所求的线段．【点睛】本题考查作图——应用与设计作图、菱形的性质全等三角形的判定和性质，解决问题的关键是掌握数形结合的思想解决问题．,普通题,菱形的性质,122
1070,41816,若E、F分别是AB、AC延长线上的点，且AE=BF，连AF、CE，求证：∠ AOE=60° ． 解析： 在△ ACE与△ ABF中， 条件表达式：AE=AE \\ ∠ EAC=∠ FAB \\ AC=AB \\， ∴△ ACE≌△ AFB(SAS)， 则∠ E=∠ F， ∠ AOE=∠ ABC=60° ．,普通题,SAS,34
1071,9674,若d=26cm，纹饰的长度L能否是6010cm？若能，求出菱形个数；若不能，请说明理由． 解析： 设菱形的个数为x． 依题意，得30+26( x-1 )=6010，解得x=231， 答：纹饰的长度L能是6010cm，菱形个数为231个．,普通题,菱形的性质,122
1072,8640,如图，AB=AC，AB⊥ AC，AD⊥ AE，且∠ ABD=∠ ACE．试说明：BD=CE． 解析： 因为AB⊥ AC，AD⊥ AE， 所以∠ BAC=∠ DAE=90° ， 所以∠ BAC-∠ BAE=∠ DAE-∠ BAE， 所以∠ CAE=∠ BAD， 又因为AB=AC，∠ ABD=∠ ACE， 所以△ ABD\stackrel\Large\lower.2em\backsim\lower.1em=△ ACE( ASA )， 所以BD=CE．,普通题,ASA,82
1073,34349,在1/3，25 %，0，-(-2 )，-3，-3 1/3，负有理数有 ． 解析： 在1/3，25 %，0，-(-2 )，-3，-3 1/3，负有理数有-3，-3 1/3．,普通题,有理数的分类,128
1074,38839,若每袋标准质量为450克，则抽样检测的总质量是多少克？ 解析： 450× 20+37-13 =9000+37-13 =9024(g)． 答：抽样检测的总质量是9024g．,普通题,有理数乘除法与实际问题,80
1075,2342,根据上述规律，猜想前n个数的和{s_n}={a_1}+{a_2}+{a_3}+... +{a_n}= ． (用含n和{a_1}的式子表示) 解析： {s_n}={a_1}+{a_2}+{a_3}+... +{a_n}=(1+2+4+8+16+... {2^n}^-1=({2^n}-1){a_1} 故答案为({2^n}-1){a_1}．,普通题,数列找规律-其他数列规律,45
1076,31169,一辆汽车向南行驶5千米，再向南行驶-5千米，结果是（ ）． 解析： 5+( -5 )=0，不动，故ABD选项都错误．,普通题,有理数加减法与实际问题,57
